
Fuerzas directamente en los nudos (reacciones)
  nudo          fx          fy          fz
 29798 -8.4946e-02 +0.0000e+00 +0.0000e+00 
 29799 +2.6856e-01 +0.0000e+00 +0.0000e+00 
 29800 -1.3421e-01 +0.0000e+00 +0.0000e+00 
 29801 -8.0907e-02 +0.0000e+00 +0.0000e+00 
 29802 -1.3081e-01 +0.0000e+00 +0.0000e+00 
 29803 -5.8787e-02 +0.0000e+00 +0.0000e+00 
 29804 +7.1227e-02 +0.0000e+00 +0.0000e+00 
 29805 +6.3384e-02 +0.0000e+00 +0.0000e+00 
 29806 +5.7843e-02 +0.0000e+00 +0.0000e+00 
 29807 -7.4554e-01 +0.0000e+00 +0.0000e+00 
 29808 -1.8032e-01 +0.0000e+00 +0.0000e+00 
 29809 -3.1949e-02 +0.0000e+00 +0.0000e+00 
 29810 +6.6344e-02 +0.0000e+00 +0.0000e+00 
 29811 -6.6271e-02 +0.0000e+00 +0.0000e+00 
 29812 +1.5286e-01 +0.0000e+00 +0.0000e+00 
 29813 -3.7260e-01 +0.0000e+00 +0.0000e+00 
 29814 -1.3464e-01 +0.0000e+00 +0.0000e+00 
 29815 -8.2126e-02 +0.0000e+00 +0.0000e+00 
 29816 +5.8631e-02 +0.0000e+00 +0.0000e+00 
 29817 +2.6542e-01 +0.0000e+00 +0.0000e+00 
 29818 +6.4571e-02 +0.0000e+00 +0.0000e+00 
 29819 +2.0320e-01 +0.0000e+00 +0.0000e+00 
 29820 -3.6452e-01 +0.0000e+00 +0.0000e+00 
 29821 -9.2749e-02 +0.0000e+00 +0.0000e+00 
 29822 -2.3045e-01 +0.0000e+00 +0.0000e+00 
 29823 +1.8253e-01 +0.0000e+00 +0.0000e+00 
 29824 -9.6925e-03 +0.0000e+00 +0.0000e+00 
 29825 +3.9522e-01 +0.0000e+00 +0.0000e+00 
 29826 +2.3424e-02 +0.0000e+00 +0.0000e+00 
 29827 -6.4508e-02 +0.0000e+00 +0.0000e+00 
 29828 -1.1107e+00 +0.0000e+00 +0.0000e+00 
 29829 +5.6925e-03 +0.0000e+00 +0.0000e+00 
 29830 -5.2350e-01 +0.0000e+00 +0.0000e+00 
 29831 +1.1663e-01 +0.0000e+00 +0.0000e+00 
 29832 -1.3596e-01 +0.0000e+00 +0.0000e+00 
 29833 +6.4212e-01 +0.0000e+00 +0.0000e+00 
 29834 -5.5654e-01 +0.0000e+00 +0.0000e+00 
 29835 -1.9271e+00 +0.0000e+00 +0.0000e+00 
 29836 +2.6559e-01 +0.0000e+00 +0.0000e+00 
 29837 +1.0547e-01 +0.0000e+00 +0.0000e+00 
 29838 +4.0082e-02 +0.0000e+00 +0.0000e+00 
 29839 +6.1967e-01 +0.0000e+00 +0.0000e+00 
 29840 +7.9287e-01 +0.0000e+00 +0.0000e+00 
 29841 -2.6014e+00 +0.0000e+00 +0.0000e+00 
 29842 +7.7396e-02 +0.0000e+00 +0.0000e+00 
 29843 +8.9831e-02 +0.0000e+00 +0.0000e+00 
 29844 -1.0343e-02 +0.0000e+00 +0.0000e+00 
 29845 +1.7830e-02 +0.0000e+00 +0.0000e+00 
 29846 -3.1887e-01 +0.0000e+00 +0.0000e+00 
 29847 -2.3852e-01 +0.0000e+00 +0.0000e+00 
 29848 -3.5679e-01 +0.0000e+00 +0.0000e+00 
 29849 -1.6490e-01 +0.0000e+00 +0.0000e+00 
 29850 -2.7728e-01 +0.0000e+00 +0.0000e+00 
 29851 -1.1635e-01 +0.0000e+00 +0.0000e+00 
 29852 -3.5993e-01 +0.0000e+00 +0.0000e+00 
 29853 +1.2834e-01 +0.0000e+00 +0.0000e+00 
 29854 -8.3433e-02 +0.0000e+00 +0.0000e+00 
 29855 +2.6582e-01 +0.0000e+00 +0.0000e+00 
 29856 -1.7734e-02 +0.0000e+00 +0.0000e+00 
 29857 +2.8250e-01 +0.0000e+00 +0.0000e+00 
 29858 -4.5706e-02 +0.0000e+00 +0.0000e+00 
 29859 -2.1472e-01 +0.0000e+00 +0.0000e+00 
 29860 +1.1947e+00 +0.0000e+00 +0.0000e+00 
 29861 +1.0796e-01 +0.0000e+00 +0.0000e+00 
 29862 -1.3659e-01 +0.0000e+00 +0.0000e+00 
 29863 +2.1228e-01 +0.0000e+00 +0.0000e+00 
 29864 -2.7424e-02 +0.0000e+00 +0.0000e+00 
 29865 -2.1231e-01 +0.0000e+00 +0.0000e+00 
 29866 -1.8060e-01 +0.0000e+00 +0.0000e+00 
 29867 +6.8833e-02 +0.0000e+00 +0.0000e+00 
 29868 -1.1364e-01 +0.0000e+00 +0.0000e+00 
 29869 -1.0829e-01 +0.0000e+00 +0.0000e+00 
 29870 +1.2691e-02 +0.0000e+00 +0.0000e+00 
 29871 +9.9094e-03 +0.0000e+00 +0.0000e+00 
 29872 -8.8057e-02 +0.0000e+00 +0.0000e+00 
 29873 +9.0051e-02 +0.0000e+00 +0.0000e+00 
 29874 -4.0411e-01 +0.0000e+00 +0.0000e+00 
 29875 -8.6919e-02 +0.0000e+00 +0.0000e+00 
 29876 +3.5298e-02 +0.0000e+00 +0.0000e+00 
 29877 +3.1915e-03 +0.0000e+00 +0.0000e+00 
 29878 -8.4245e-04 +0.0000e+00 +0.0000e+00 
 29879 -6.6781e-02 +0.0000e+00 +0.0000e+00 
 29880 +1.1821e-01 +0.0000e+00 +0.0000e+00 
 29881 -1.0963e-01 +0.0000e+00 +0.0000e+00 
 29882 -1.7606e-01 +0.0000e+00 +0.0000e+00 
 29883 -3.5343e+00 +0.0000e+00 +0.0000e+00 
 29884 -7.2981e-01 +0.0000e+00 +0.0000e+00 
 29885 -1.1892e-01 +0.0000e+00 +0.0000e+00 
 29886 +2.3791e-01 +0.0000e+00 +0.0000e+00 
 29887 +5.7349e-02 +0.0000e+00 +0.0000e+00 
 29888 -1.2789e-01 +0.0000e+00 +0.0000e+00 
 29889 +2.2747e-02 +0.0000e+00 +0.0000e+00 
 29890 +8.9299e-02 +0.0000e+00 +0.0000e+00 
 29891 +1.6652e-01 +0.0000e+00 +0.0000e+00 
 29892 +5.8351e+00 +0.0000e+00 +0.0000e+00 
 29893 +4.0277e-02 +0.0000e+00 +0.0000e+00 
 29894 -7.1326e-01 +0.0000e+00 +0.0000e+00 
 29895 +2.5318e-01 +0.0000e+00 +0.0000e+00 
 29896 -1.2102e+00 +0.0000e+00 +0.0000e+00 
 29897 +6.2461e-02 +0.0000e+00 +0.0000e+00 
 29898 +6.1165e-02 +0.0000e+00 +0.0000e+00 
 29899 -4.1810e-02 +0.0000e+00 +0.0000e+00 
 29900 +6.5681e-02 +0.0000e+00 +0.0000e+00 
 29901 +3.5278e-01 +0.0000e+00 +0.0000e+00 
 29902 -6.9658e-02 +0.0000e+00 +0.0000e+00 
 29903 -1.7745e-01 +0.0000e+00 +0.0000e+00 
 29904 +1.5467e-01 +0.0000e+00 +0.0000e+00 
 29905 -1.4890e-01 +0.0000e+00 +0.0000e+00 
 29906 -2.6000e+00 +0.0000e+00 +0.0000e+00 
 29907 -3.9814e-01 +0.0000e+00 +0.0000e+00 
 29908 +5.5618e-02 +0.0000e+00 +0.0000e+00 
 29909 -2.3470e+00 +0.0000e+00 +0.0000e+00 
 29910 -3.2259e-01 +0.0000e+00 +0.0000e+00 
 29911 +1.1565e-01 +0.0000e+00 +0.0000e+00 
 29912 +1.0083e-01 +0.0000e+00 +0.0000e+00 
 29913 +5.2905e+00 +0.0000e+00 +0.0000e+00 
 29914 -8.5798e-03 +0.0000e+00 +0.0000e+00 
 29915 -7.4583e-01 +0.0000e+00 +0.0000e+00 
 29916 +2.1076e-01 +0.0000e+00 +0.0000e+00 
 29917 +5.1569e-03 +0.0000e+00 +0.0000e+00 
 29918 -1.9274e-01 +0.0000e+00 +0.0000e+00 
 29919 +3.5820e-01 +0.0000e+00 +0.0000e+00 
 29920 -1.2708e-01 +0.0000e+00 +0.0000e+00 
 29921 -3.5165e-01 +0.0000e+00 +0.0000e+00 
 29922 +6.4098e-02 +0.0000e+00 +0.0000e+00 
 29923 -1.0396e-01 +0.0000e+00 +0.0000e+00 
 29924 +3.6692e-01 +0.0000e+00 +0.0000e+00 
 29925 -5.8397e-01 +0.0000e+00 +0.0000e+00 
 29926 +1.0619e-01 +0.0000e+00 +0.0000e+00 
 29927 -1.7319e-01 +0.0000e+00 +0.0000e+00 
 29928 -2.7628e-01 +0.0000e+00 +0.0000e+00 
 29929 -4.7241e-02 +0.0000e+00 +0.0000e+00 
 29930 +2.6391e-01 +0.0000e+00 +0.0000e+00 
 29931 -7.3147e-02 +0.0000e+00 +0.0000e+00 
 29932 -3.1981e-01 +0.0000e+00 +0.0000e+00 
 29933 -4.6951e-01 +0.0000e+00 +0.0000e+00 
 29934 -1.1092e-01 +0.0000e+00 +0.0000e+00 
 29935 +1.1347e-01 +0.0000e+00 +0.0000e+00 
 29936 -1.5931e-01 +0.0000e+00 +0.0000e+00 
 29937 +3.0880e-02 +0.0000e+00 +0.0000e+00 
 29938 +1.3180e-01 +0.0000e+00 +0.0000e+00 
 29939 -5.5542e-02 +0.0000e+00 +0.0000e+00 
 29940 -7.4393e+00 +0.0000e+00 +0.0000e+00 
 29941 -7.3815e-02 +0.0000e+00 +0.0000e+00 
 29942 +1.5486e-01 +0.0000e+00 +0.0000e+00 
 29943 +5.7427e-02 +0.0000e+00 +0.0000e+00 
 29944 +4.1410e-01 +0.0000e+00 +0.0000e+00 
 29945 +6.7695e-02 +0.0000e+00 +0.0000e+00 
 29946 +7.0209e-02 +0.0000e+00 +0.0000e+00 
 29947 +1.3959e-01 +0.0000e+00 +0.0000e+00 
 29948 -4.3683e-02 +0.0000e+00 +0.0000e+00 
 29949 +5.8131e-01 +0.0000e+00 +0.0000e+00 
 29950 -3.5567e-02 +0.0000e+00 +0.0000e+00 
 29951 +6.0517e-02 +0.0000e+00 +0.0000e+00 
 29952 -1.6949e-01 +0.0000e+00 +0.0000e+00 
 29953 +8.0286e-02 +0.0000e+00 +0.0000e+00 
 29954 +1.3076e-01 +0.0000e+00 +0.0000e+00 
 29955 -2.5089e-01 +0.0000e+00 +0.0000e+00 
 29956 +4.7197e-01 +0.0000e+00 +0.0000e+00 
 29957 -1.4828e-01 +0.0000e+00 +0.0000e+00 
 29958 -1.1432e-01 +0.0000e+00 +0.0000e+00 
 29959 +6.7461e-02 +0.0000e+00 +0.0000e+00 
 29960 +2.1570e-01 +0.0000e+00 +0.0000e+00 
 29961 -3.7905e-02 +0.0000e+00 +0.0000e+00 
 29962 -1.1791e-01 +0.0000e+00 +0.0000e+00 
 29963 +2.1016e-01 +0.0000e+00 +0.0000e+00 
 29964 +2.8815e-02 +0.0000e+00 +0.0000e+00 
 29965 -4.7465e-01 +0.0000e+00 +0.0000e+00 
 29966 +2.2453e-01 +0.0000e+00 +0.0000e+00 
 29967 +1.2404e-01 +0.0000e+00 +0.0000e+00 
 29968 -3.2521e-03 +0.0000e+00 +0.0000e+00 
 29969 -1.5441e+00 +0.0000e+00 +0.0000e+00 
 29970 -8.6543e-02 +0.0000e+00 +0.0000e+00 
 29971 -2.4904e-01 +0.0000e+00 +0.0000e+00 
 29972 -1.4940e-01 +0.0000e+00 +0.0000e+00 
 29973 +1.0727e-01 +0.0000e+00 +0.0000e+00 
 29974 +2.6131e-01 +0.0000e+00 +0.0000e+00 
 29975 +7.5297e-02 +0.0000e+00 +0.0000e+00 
 29976 +1.6896e-01 +0.0000e+00 +0.0000e+00 
 29977 +4.2419e-02 +0.0000e+00 +0.0000e+00 
 29978 +9.2787e-02 +0.0000e+00 +0.0000e+00 
 29979 -6.5186e-02 +0.0000e+00 +0.0000e+00 
 29980 -1.4995e-01 +0.0000e+00 +0.0000e+00 
 29981 +9.6412e-02 +0.0000e+00 +0.0000e+00 
 29982 +7.7474e-02 +0.0000e+00 +0.0000e+00 
 29983 -1.1531e-01 +0.0000e+00 +0.0000e+00 
 29984 -4.7103e-01 +0.0000e+00 +0.0000e+00 
 29985 -5.6430e-02 +0.0000e+00 +0.0000e+00 
 29986 -7.3703e-02 +0.0000e+00 +0.0000e+00 
 29987 -1.3600e-01 +0.0000e+00 +0.0000e+00 
 29988 +3.5305e-02 +0.0000e+00 +0.0000e+00 
 29989 -1.2088e+00 +0.0000e+00 +0.0000e+00 
 29990 +8.8418e-02 +0.0000e+00 +0.0000e+00 
 29991 +7.6914e+00 +0.0000e+00 +0.0000e+00 
 29992 -8.4171e-02 +0.0000e+00 +0.0000e+00 
 29993 -2.0751e-01 +0.0000e+00 +0.0000e+00 
 29994 +6.6488e-01 +0.0000e+00 +0.0000e+00 
 29995 +7.8226e-02 +0.0000e+00 +0.0000e+00 
 29996 -1.5482e-01 +0.0000e+00 +0.0000e+00 
 29997 -1.0711e-01 +0.0000e+00 +0.0000e+00 
 29998 -5.4595e-02 +0.0000e+00 +0.0000e+00 
 29999 +6.7921e-02 +0.0000e+00 +0.0000e+00 
 30000 -1.2557e-03 +0.0000e+00 +0.0000e+00 
 30001 -2.1089e-01 +0.0000e+00 +0.0000e+00 
 30002 +1.0802e-01 +0.0000e+00 +0.0000e+00 
 30003 +3.8700e-01 +0.0000e+00 +0.0000e+00 
 30004 +2.8818e-02 +0.0000e+00 +0.0000e+00 
 30005 +4.3292e-02 +0.0000e+00 +0.0000e+00 
 30006 -3.6847e-02 +0.0000e+00 +0.0000e+00 
 30007 -6.2659e-02 +0.0000e+00 +0.0000e+00 
 30008 -1.1073e-01 +0.0000e+00 +0.0000e+00 
 30009 +8.6355e-03 +0.0000e+00 +0.0000e+00 
 30010 +1.2149e-02 +0.0000e+00 +0.0000e+00 
 30011 -1.3191e-01 +0.0000e+00 +0.0000e+00 
 30012 -4.0512e-01 +0.0000e+00 +0.0000e+00 
 30013 +7.7333e-01 +0.0000e+00 +0.0000e+00 
 30014 -5.5786e-02 +0.0000e+00 +0.0000e+00 
 30015 -1.4588e+00 +0.0000e+00 +0.0000e+00 
 30016 -8.0589e-02 +0.0000e+00 +0.0000e+00 
 30017 -3.1460e+00 +0.0000e+00 +0.0000e+00 
 30018 -2.5784e-02 +0.0000e+00 +0.0000e+00 
 30019 -4.9505e-02 +0.0000e+00 +0.0000e+00 
 30020 +7.3859e-02 +0.0000e+00 +0.0000e+00 
 30021 +1.1514e-01 +0.0000e+00 +0.0000e+00 
 30022 -1.1699e-01 +0.0000e+00 +0.0000e+00 
 30023 -1.4216e-02 +0.0000e+00 +0.0000e+00 
 30024 +4.1985e-02 +0.0000e+00 +0.0000e+00 
 30025 -6.4454e-01 +0.0000e+00 +0.0000e+00 
 30026 -6.7449e-01 +0.0000e+00 +0.0000e+00 
 30027 +1.9114e+00 +0.0000e+00 +0.0000e+00 
 30028 +1.1275e+00 +0.0000e+00 +0.0000e+00 
 30029 -1.8241e-02 +0.0000e+00 +0.0000e+00 
 30030 +7.1612e-02 +0.0000e+00 +0.0000e+00 
 30031 +1.5194e-01 +0.0000e+00 +0.0000e+00 
 30032 -4.8769e-02 +0.0000e+00 +0.0000e+00 
 30033 +1.2523e-01 +0.0000e+00 +0.0000e+00 
 30034 -3.4772e+00 +0.0000e+00 +0.0000e+00 
 30035 +8.9146e-02 +0.0000e+00 +0.0000e+00 
 30036 -1.7997e-01 +0.0000e+00 +0.0000e+00 
 30037 -1.3340e-01 +0.0000e+00 +0.0000e+00 
 30038 -2.2922e-01 +0.0000e+00 +0.0000e+00 
 30039 +3.0623e-01 +0.0000e+00 +0.0000e+00 
 30040 -2.1407e-01 +0.0000e+00 +0.0000e+00 
 30041 -4.7261e-01 +0.0000e+00 +0.0000e+00 
 30042 +8.1761e-02 +0.0000e+00 +0.0000e+00 
 30043 +9.6128e-02 +0.0000e+00 +0.0000e+00 
 30044 -5.8762e-02 +0.0000e+00 +0.0000e+00 
 30045 -1.7708e-02 +0.0000e+00 +0.0000e+00 
 30046 -1.2989e+00 +0.0000e+00 +0.0000e+00 
 30047 +5.5338e-01 +0.0000e+00 +0.0000e+00 
 30048 +2.3346e-01 +0.0000e+00 +0.0000e+00 
 30049 -5.5598e-02 +0.0000e+00 +0.0000e+00 
 30050 +6.6029e+00 +0.0000e+00 +0.0000e+00 
 30051 -1.8636e+00 +0.0000e+00 +0.0000e+00 
 30052 +1.0336e+00 +0.0000e+00 +0.0000e+00 
 30053 -4.4938e-02 +0.0000e+00 +0.0000e+00 
 30054 -3.7167e-01 +0.0000e+00 +0.0000e+00 
 30055 +5.7665e+00 +0.0000e+00 +0.0000e+00 
 30056 -7.2302e-02 +0.0000e+00 +0.0000e+00 
 30057 +1.0126e-02 +0.0000e+00 +0.0000e+00 
 30058 -1.8911e-01 +0.0000e+00 +0.0000e+00 
 30059 +9.2240e-02 +0.0000e+00 +0.0000e+00 
 30060 +1.2143e-02 +0.0000e+00 +0.0000e+00 
 30061 -6.3128e-02 +0.0000e+00 +0.0000e+00 
 30062 -4.7674e-01 +0.0000e+00 +0.0000e+00 
 30063 -2.1145e-01 +0.0000e+00 +0.0000e+00 
 30064 -1.4425e-01 +0.0000e+00 +0.0000e+00 
 30065 -1.1895e-01 +0.0000e+00 +0.0000e+00 
 30066 +1.6466e-01 +0.0000e+00 +0.0000e+00 
 30067 -2.5176e-02 +0.0000e+00 +0.0000e+00 
 30068 +2.0157e-01 +0.0000e+00 +0.0000e+00 
 30069 +5.5004e-01 +0.0000e+00 +0.0000e+00 
 30070 -1.6408e-01 +0.0000e+00 +0.0000e+00 
 30071 +4.4018e-02 +0.0000e+00 +0.0000e+00 
 30072 +1.5052e-01 +0.0000e+00 +0.0000e+00 
 30073 -8.5049e-02 +0.0000e+00 +0.0000e+00 
 30074 +1.1968e-01 +0.0000e+00 +0.0000e+00 
 30075 -1.1519e+00 +0.0000e+00 +0.0000e+00 
 30076 -1.7447e-01 +0.0000e+00 +0.0000e+00 
 30077 +1.6539e-01 +0.0000e+00 +0.0000e+00 
 30078 -9.8982e-02 +0.0000e+00 +0.0000e+00 
 30079 -1.3393e-01 +0.0000e+00 +0.0000e+00 
 30080 -7.2588e-02 +0.0000e+00 +0.0000e+00 
 30081 -8.5185e-02 +0.0000e+00 +0.0000e+00 
 30082 +3.5527e+00 +0.0000e+00 +0.0000e+00 
 30083 +1.6657e-01 +0.0000e+00 +0.0000e+00 
 30084 -2.0801e-01 +0.0000e+00 +0.0000e+00 
 30085 -4.4723e-02 +0.0000e+00 +0.0000e+00 
 30086 -1.4446e-01 +0.0000e+00 +0.0000e+00 
 30087 -1.2159e-01 +0.0000e+00 +0.0000e+00 
 30088 -3.0641e-02 +0.0000e+00 +0.0000e+00 
 30089 +3.5861e-02 +0.0000e+00 +0.0000e+00 
 30090 -7.2336e-02 +0.0000e+00 +0.0000e+00 
 30091 +4.1522e-02 +0.0000e+00 +0.0000e+00 
 30092 -6.2394e-01 +0.0000e+00 +0.0000e+00 
 30093 -3.0833e-02 +0.0000e+00 +0.0000e+00 
 30094 +1.0448e-03 +0.0000e+00 +0.0000e+00 
 30095 +2.7469e-01 +0.0000e+00 +0.0000e+00 
 30096 +5.4342e-01 +0.0000e+00 +0.0000e+00 
 30097 +2.2745e-01 +0.0000e+00 +0.0000e+00 
 30098 -2.7350e-02 +0.0000e+00 +0.0000e+00 
 30099 +1.8456e-02 +0.0000e+00 +0.0000e+00 
 30100 +6.9675e-02 +0.0000e+00 +0.0000e+00 
 30101 -7.1874e-01 +0.0000e+00 +0.0000e+00 
 30102 +1.1554e-01 +0.0000e+00 +0.0000e+00 
 30103 +8.2463e-02 +0.0000e+00 +0.0000e+00 
 30104 +2.9941e-02 +0.0000e+00 +0.0000e+00 
 30105 -2.1019e-01 +0.0000e+00 +0.0000e+00 
 30106 +2.7842e-02 +0.0000e+00 +0.0000e+00 
 30107 +8.9104e-02 +0.0000e+00 +0.0000e+00 
 30108 +5.8583e-02 +0.0000e+00 +0.0000e+00 
 30109 +3.7524e-02 +0.0000e+00 +0.0000e+00 
 30110 -1.2356e-01 +0.0000e+00 +0.0000e+00 
 30111 -3.0755e-01 +0.0000e+00 +0.0000e+00 
 30112 -9.7183e-03 +0.0000e+00 +0.0000e+00 
 30113 -7.3869e-02 +0.0000e+00 +0.0000e+00 
 30114 +1.8391e-01 +0.0000e+00 +0.0000e+00 
 30115 +2.9320e-01 +0.0000e+00 +0.0000e+00 
 30116 +1.7649e-01 +0.0000e+00 +0.0000e+00 
 30117 -1.0076e+00 +0.0000e+00 +0.0000e+00 
 30118 -8.2837e-01 +0.0000e+00 +0.0000e+00 
 30119 +1.0019e+01 +0.0000e+00 +0.0000e+00 
 30120 -2.6912e-01 +0.0000e+00 +0.0000e+00 
 30121 +1.0324e-01 +0.0000e+00 +0.0000e+00 
 30122 -6.2561e-02 +0.0000e+00 +0.0000e+00 
 30123 -7.2747e-02 +0.0000e+00 +0.0000e+00 
 30124 +2.4740e-01 +0.0000e+00 +0.0000e+00 
 30125 -3.5302e-01 +0.0000e+00 +0.0000e+00 
 30126 +1.5591e-01 +0.0000e+00 +0.0000e+00 
 30127 +8.6596e-02 +0.0000e+00 +0.0000e+00 
 30128 +5.4008e-02 +0.0000e+00 +0.0000e+00 
 30129 +1.1192e-01 +0.0000e+00 +0.0000e+00 
 30130 -1.2201e-01 +0.0000e+00 +0.0000e+00 
 30131 +1.7490e-01 +0.0000e+00 +0.0000e+00 
 30132 +1.0829e-01 +0.0000e+00 +0.0000e+00 
 30133 +4.4608e-01 +0.0000e+00 +0.0000e+00 
 30134 +3.1111e-01 +0.0000e+00 +0.0000e+00 
 30135 -2.2751e-01 +0.0000e+00 +0.0000e+00 
 30136 -3.8619e-02 +0.0000e+00 +0.0000e+00 
 30137 -1.2086e-01 +0.0000e+00 +0.0000e+00 
 30138 -7.1633e-02 +0.0000e+00 +0.0000e+00 
 30139 -2.6898e-02 +0.0000e+00 +0.0000e+00 
 30140 +2.4962e-02 +0.0000e+00 +0.0000e+00 
 30141 -3.8948e-02 +0.0000e+00 +0.0000e+00 
 30142 -2.8568e-01 +0.0000e+00 +0.0000e+00 
 30143 +4.5061e+00 +0.0000e+00 +0.0000e+00 
 30144 -1.2639e-01 +0.0000e+00 +0.0000e+00 
 30145 +9.3615e-01 +0.0000e+00 +0.0000e+00 
 30146 +9.4236e+00 +0.0000e+00 +0.0000e+00 
 30147 +6.0792e-02 +0.0000e+00 +0.0000e+00 
 30148 +8.0075e+00 +0.0000e+00 +0.0000e+00 
 30149 +8.3323e+00 +0.0000e+00 +0.0000e+00 
 30150 +2.0894e-01 +0.0000e+00 +0.0000e+00 
 30151 -2.9143e-02 +0.0000e+00 +0.0000e+00 
 30152 -6.9933e-02 +0.0000e+00 +0.0000e+00 
 30153 +6.8222e-01 +0.0000e+00 +0.0000e+00 
 30154 -4.7950e-02 +0.0000e+00 +0.0000e+00 
 30155 +1.1513e-01 +0.0000e+00 +0.0000e+00 
 30156 +2.0493e-01 +0.0000e+00 +0.0000e+00 
 30157 +1.6620e-01 +0.0000e+00 +0.0000e+00 
 30158 +1.1530e-01 +0.0000e+00 +0.0000e+00 
 30159 -7.5618e-03 +0.0000e+00 +0.0000e+00 
 30160 -6.7132e-02 +0.0000e+00 +0.0000e+00 
 30161 +1.8223e-01 +0.0000e+00 +0.0000e+00 
 30162 -3.7302e-02 +0.0000e+00 +0.0000e+00 
 30163 -3.9863e-01 +0.0000e+00 +0.0000e+00 
 30164 -9.2638e-01 +0.0000e+00 +0.0000e+00 
 30165 -6.3525e-01 +0.0000e+00 +0.0000e+00 
 30166 -6.5015e+00 +0.0000e+00 +0.0000e+00 
 30167 -7.6413e-02 +0.0000e+00 +0.0000e+00 
 30168 +1.5713e-01 +0.0000e+00 +0.0000e+00 
 30169 +9.3799e-02 +0.0000e+00 +0.0000e+00 
 30170 +1.6668e+00 +0.0000e+00 +0.0000e+00 
 30171 +4.0611e-01 +0.0000e+00 +0.0000e+00 
 30172 +4.7229e-01 +0.0000e+00 +0.0000e+00 
 30173 -2.4234e-01 +0.0000e+00 +0.0000e+00 
 30174 +2.6455e-02 +0.0000e+00 +0.0000e+00 
 30175 -3.8532e-02 +0.0000e+00 +0.0000e+00 
 30176 +7.1222e-02 +0.0000e+00 +0.0000e+00 
 30177 +2.1617e-01 +0.0000e+00 +0.0000e+00 
 30178 -3.2690e-02 +0.0000e+00 +0.0000e+00 
 30179 -2.0244e-01 +0.0000e+00 +0.0000e+00 
 30180 +1.7995e+00 +0.0000e+00 +0.0000e+00 
 30181 +1.2294e-01 +0.0000e+00 +0.0000e+00 
 30182 -1.9908e-01 +0.0000e+00 +0.0000e+00 
 30183 -1.8608e-01 +0.0000e+00 +0.0000e+00 
 30184 -6.8864e-02 +0.0000e+00 +0.0000e+00 
 30185 -2.4169e-02 +0.0000e+00 +0.0000e+00 
 30186 -7.5005e-02 +0.0000e+00 +0.0000e+00 
 30187 +6.1665e-02 +0.0000e+00 +0.0000e+00 
 30188 +2.0982e-01 +0.0000e+00 +0.0000e+00 
 30189 -2.9549e-01 +0.0000e+00 +0.0000e+00 
 30190 -5.6854e-02 +0.0000e+00 +0.0000e+00 
 30191 -6.4134e-02 +0.0000e+00 +0.0000e+00 
 30192 +1.0744e+01 +0.0000e+00 +0.0000e+00 
 30193 +1.8502e-01 +0.0000e+00 +0.0000e+00 
 30194 -2.7044e-01 +0.0000e+00 +0.0000e+00 
 30195 +2.0084e-02 +0.0000e+00 +0.0000e+00 
 30196 +1.8666e-01 +0.0000e+00 +0.0000e+00 
 30197 +1.7802e-01 +0.0000e+00 +0.0000e+00 
 30198 +1.6868e-01 +0.0000e+00 +0.0000e+00 
 30199 -1.5705e-01 +0.0000e+00 +0.0000e+00 
 30200 +1.0932e-01 +0.0000e+00 +0.0000e+00 
 30201 -4.7181e-02 +0.0000e+00 +0.0000e+00 
 30202 +1.1055e+00 +0.0000e+00 +0.0000e+00 
 30203 -7.4275e-02 +0.0000e+00 +0.0000e+00 
 30204 +9.2619e-02 +0.0000e+00 +0.0000e+00 
 30205 +8.4689e-02 +0.0000e+00 +0.0000e+00 
 30206 +4.3670e-02 +0.0000e+00 +0.0000e+00 
 30207 -2.1433e-01 +0.0000e+00 +0.0000e+00 
 30208 -2.3952e-01 +0.0000e+00 +0.0000e+00 
 30209 +6.4744e-01 +0.0000e+00 +0.0000e+00 
 30210 -9.9387e-02 +0.0000e+00 +0.0000e+00 
 30211 +1.5737e-01 +0.0000e+00 +0.0000e+00 
 30212 -9.4546e-02 +0.0000e+00 +0.0000e+00 
 30213 -1.9740e-02 +0.0000e+00 +0.0000e+00 
 30214 +4.7647e-01 +0.0000e+00 +0.0000e+00 
 30215 +4.1558e-01 +0.0000e+00 +0.0000e+00 
 30216 -2.8783e-02 +0.0000e+00 +0.0000e+00 
 30217 +8.5817e-02 +0.0000e+00 +0.0000e+00 
 30218 +1.3266e-01 +0.0000e+00 +0.0000e+00 
 30219 +2.2737e-01 +0.0000e+00 +0.0000e+00 
 30220 -7.8889e-02 +0.0000e+00 +0.0000e+00 
 30221 +1.5515e-01 +0.0000e+00 +0.0000e+00 
 30222 -5.8202e-02 +0.0000e+00 +0.0000e+00 
 30223 +5.2737e-01 +0.0000e+00 +0.0000e+00 
 30224 -1.2852e-01 +0.0000e+00 +0.0000e+00 
 30225 -1.7123e-01 +0.0000e+00 +0.0000e+00 
 30226 +7.6019e-02 +0.0000e+00 +0.0000e+00 
 30227 +1.6273e+00 +0.0000e+00 +0.0000e+00 
 30228 +5.4387e-01 +0.0000e+00 +0.0000e+00 
 30229 +1.0402e-01 +0.0000e+00 +0.0000e+00 
 30230 -2.7991e-02 +0.0000e+00 +0.0000e+00 
 30231 -6.2284e-01 +0.0000e+00 +0.0000e+00 
 30232 -2.4403e+00 +0.0000e+00 +0.0000e+00 
 30233 +2.4879e-02 +0.0000e+00 +0.0000e+00 
